elapsed_s,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,error_kg
0.946,-46.880614,-4.780492,-46.973027,-4.789916,1031.3675,-0.009423
0.951,-46.880614,-4.780492,-46.973027,-4.789916,1031.3675,-0.009423
2.205,-46.879843,-4.780414,-46.982145,-4.790846,1031.3496,-0.010432
2.205,-46.879843,-4.780414,-46.982145,-4.790846,1031.3496,-0.010432
2.712,-46.879843,-4.780414,-46.990873,-4.791735,1031.3323,-0.011322
3.030,-46.879843,-4.780414,-46.990873,-4.791735,1031.3323,-0.011322
3.220,-46.879843,-4.780414,-47.010607,-4.793748,1031.2934,-0.013334
3.732,-46.879843,-4.780414,-46.936879,-4.786230,1031.4388,-0.005816
3.936,-46.879072,-4.780335,-46.936879,-4.786230,1031.4388,-0.005895
4.251,-46.879072,-4.780335,-46.769231,-4.769134,1031.7694,0.011201
4.764,-46.879072,-4.780335,-46.466436,-4.738258,1032.3664,0.042077
4.776,-46.879072,-4.780335,-46.466436,-4.738258,1032.3664,0.042077
5.277,-46.879072,-4.780335,-46.275015,-4.718738,1032.7439,0.061597
5.653,-46.851073,-4.777480,-46.275015,-4.718738,1032.7439,0.058742
5.817,-46.851073,-4.777480,-45.838440,-4.674220,1033.6047,0.103260
6.326,-46.851073,-4.777480,-45.599604,-4.649866,1034.0756,0.127614
6.521,-46.621529,-4.754073,-45.599604,-4.649866,1034.0756,0.104207
6.839,-46.621529,-4.754073,-45.228421,-4.612015,1034.8075,0.142057
7.352,-46.621529,-4.754073,-44.835875,-4.571987,1035.5815,0.182086
7.394,-46.195607,-4.710641,-44.835875,-4.571987,1035.5815,0.138654
7.865,-46.195607,-4.710641,-44.281283,-4.515434,1036.6751,0.195207
8.266,-45.648434,-4.654845,-44.281283,-4.515434,1036.6751,0.139411
8.432,-45.648434,-4.654845,-43.668788,-4.452977,1037.8828,0.201868
8.948,-45.648434,-4.654845,-43.015131,-4.386323,1039.1717,0.268522
9.141,-45.043798,-4.593189,-43.015131,-4.386323,1039.1717,0.206866
9.555,-45.043798,-4.593189,-42.273091,-4.310656,1040.6348,0.282534
10.012,-44.295466,-4.516880,-42.273091,-4.310656,1040.6348,0.206225
10.064,-44.295466,-4.516880,-41.434656,-4.225159,1042.2880,0.291721
10.576,-44.295466,-4.516880,-40.585345,-4.138553,1043.9627,0.378327
10.889,-43.331010,-4.418533,-40.585345,-4.138553,1043.9627,0.279980
11.086,-43.331010,-4.418533,-39.757006,-4.054086,1045.5960,0.364447
11.594,-43.331010,-4.418533,-38.863666,-3.962991,1047.3575,0.455542
12.107,-43.331010,-4.418533,-37.757607,-3.850204,1049.5384,0.568329
12.526,-42.180744,-4.301239,-37.757607,-3.850204,1049.5384,0.451034
12.672,-42.180744,-4.301239,-36.522458,-3.724254,1051.9738,0.576985
13.180,-42.180744,-4.301239,-35.930219,-3.663863,1053.1416,0.637376
13.398,-40.878451,-4.168442,-35.930219,-3.663863,1053.1416,0.504579
13.689,-40.878451,-4.168442,-37.130328,-3.786240,1050.7752,0.382202
14.198,-40.878451,-4.168442,-38.336102,-3.909195,1048.3977,0.259247
14.271,-37.775054,-3.851984,-38.336102,-3.909195,1048.3977,-0.057211
14.714,-37.775054,-3.851984,-39.399696,-4.017651,1046.3005,-0.165667
15.226,-37.775054,-3.851984,-40.347746,-4.114325,1044.4312,-0.262342
15.739,-37.775054,-3.851984,-41.266813,-4.208044,1042.6190,-0.356060
16.257,-37.775054,-3.851984,-41.957725,-4.278497,1041.2566,-0.426514
16.597,-37.775054,-3.851984,-41.957725,-4.278497,1041.2566,-0.426514
16.766,-37.775054,-3.851984,-42.726404,-4.356881,1039.7410,-0.504897
17.275,-37.775054,-3.851984,-43.369315,-4.422439,1038.4733,-0.570456
17.789,-37.775054,-3.851984,-43.968457,-4.483535,1037.2919,-0.631551
18.238,-37.775054,-3.851984,-43.968457,-4.483535,1037.2919,-0.631551
18.298,-37.775054,-3.851984,-44.494522,-4.537179,1036.2546,-0.685195
18.807,-37.775054,-3.851984,-45.003458,-4.589076,1035.2511,-0.737092
19.314,-37.775054,-3.851984,-45.379395,-4.627411,1034.5098,-0.775427
19.821,-37.775054,-3.851984,-45.679585,-4.658021,1033.9179,-0.806038
20.329,-37.775054,-3.851984,-46.046926,-4.695480,1033.1936,-0.843496
20.555,-41.838665,-4.266356,-46.046926,-4.695480,1033.1936,-0.429123
20.837,-41.838665,-4.266356,-46.484803,-4.740131,1032.3302,-0.473774
21.344,-41.838665,-4.266356,-46.559378,-4.747735,1032.1832,-0.481379
21.851,-41.838665,-4.266356,-46.771250,-4.769340,1031.7654,-0.502984
22.196,-43.951535,-4.481809,-46.771250,-4.769340,1031.7654,-0.287531
22.366,-43.951535,-4.481809,-46.935381,-4.786077,1031.4418,-0.304268
22.956,-43.951535,-4.481809,-46.993869,-4.792041,1031.3264,-0.310232
23.101,-45.335896,-4.622975,-46.993869,-4.792041,1031.3264,-0.169066
23.466,-45.335896,-4.622975,-46.998493,-4.792513,1031.3173,-0.169538
23.983,-45.335896,-4.622975,-47.046299,-4.797387,1031.2231,-0.174413
24.495,-45.335896,-4.622975,-46.998688,-4.792532,1031.3169,-0.169558
25.350,-46.149097,-4.705898,-46.998688,-4.792532,1031.5251,-0.086634
26.326,-46.149097,-4.705898,-46.893111,-4.781767,1031.5251,-0.075868
