elapsed_s,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,error_kg
0.381,0.001196,0.000122,,,1030.0504,
0.485,0.001967,0.000201,,,1030.0504,
0.896,0.001967,0.000201,,,1030.0943,
1.410,0.001967,0.000201,,,1030.1173,
1.687,0.001813,0.000185,,,1030.1173,
1.932,0.001813,0.000185,,,1030.2017,
2.210,0.001118,0.000114,,,1030.2017,
2.440,0.001118,0.000114,,,1030.2321,
2.733,0.000656,0.000067,,,1030.2321,
2.952,0.000656,0.000067,,,1030.2614,
3.263,0.002121,0.000216,,,1030.2614,
3.466,0.002121,0.000216,,,1030.1749,
3.781,0.002815,0.000287,,,1030.1749,
3.989,0.002815,0.000287,,,1030.1562,
4.496,0.002815,0.000287,,,1030.2009,
5.015,0.002815,0.000287,,,1030.1453,
5.073,0.002970,0.000303,,,1030.1453,
5.532,0.002970,0.000303,,,1030.1494,
5.596,0.001118,0.000114,,,1030.1494,
6.041,0.001118,0.000114,,,1030.1853,
6.120,0.004975,0.000507,,,1030.1853,
6.549,0.004975,0.000507,,,1030.1200,
6.644,0.001273,0.000130,,,1030.1200,
7.062,0.001273,0.000130,,,1030.2027,
7.167,0.001967,0.000201,,,1030.2027,
7.575,0.001967,0.000201,,,1030.1990,
7.692,0.001041,0.000106,,,1030.1990,
8.086,0.001041,0.000106,,,1030.1547,
8.215,0.002661,0.000271,,,1030.1547,
8.606,0.002661,0.000271,,,1029.6429,
8.739,0.002044,0.000208,,,1029.6429,
9.114,0.002044,0.000208,,,1030.1267,
9.261,-0.000733,-0.000075,,,1030.1267,
9.629,-0.000733,-0.000075,,,1030.1845,
9.786,0.000578,0.000059,,,1030.1845,
10.137,0.000578,0.000059,,,1030.0666,
10.653,0.000578,0.000059,,,1030.1892,
11.077,0.000656,0.000067,,,1030.1892,
11.182,0.000656,0.000067,,,1030.2343,
11.601,0.000964,0.000098,,,1030.2343,
11.704,0.000964,0.000098,,,1030.1948,
12.124,-0.000270,-0.000028,,,1030.1948,
12.223,-0.000270,-0.000028,,,1030.1969,
12.648,-0.000039,-0.000004,,,1030.1969,
12.738,-0.000039,-0.000004,,,1030.1528,
13.266,-0.000039,-0.000004,,,1030.1519,
13.776,-0.000039,-0.000004,,,1030.2921,
13.853,-0.002661,-0.000271,,,1030.2921,
14.292,-0.002661,-0.000271,,,1030.1101,
14.383,-0.001427,-0.000146,,,1030.1101,
14.807,-0.001427,-0.000146,,,1030.1130,
14.905,-0.002507,-0.000256,,,1030.1130,
15.330,-0.002507,-0.000256,,,1030.0909,
15.430,-0.001196,-0.000122,,,1030.0909,
15.846,-0.001196,-0.000122,,,1030.0884,
15.948,-0.001118,-0.000114,,,1030.0884,
16.362,-0.001118,-0.000114,,,1030.0886,
16.471,-0.000887,-0.000090,,,1030.0886,
16.878,-0.000887,-0.000090,,,1030.2911,
16.995,-0.004127,-0.000421,,,1030.2911,
17.392,-0.004127,-0.000421,,,1030.1195,
17.529,-0.005901,-0.000602,,,1030.1195,
18.011,-0.005901,-0.000602,,,1030.0968,
18.043,-0.000887,-0.000090,,,1030.0968,
18.529,-0.000887,-0.000090,,,1030.1629,
18.566,-0.003432,-0.000350,,,1030.1629,
19.046,-0.003432,-0.000350,,,1030.0218,
19.090,-0.002044,-0.000208,,,1030.0218,
19.564,-0.002044,-0.000208,,,1030.2319,
19.613,-0.003741,-0.000381,,,1030.2319,
20.072,-0.003741,-0.000381,,,1030.1418,
20.138,-0.002198,-0.000224,,,1030.1418,
20.584,-0.002198,-0.000224,,,1030.4584,
20.660,0.074316,0.007578,,,1030.4584,
21.101,0.074316,0.007578,,,1030.9175,
21.185,0.248711,0.025362,,,1030.9175,
21.621,0.248711,0.025362,,,1031.4852,
21.714,0.477793,0.048721,,,1031.4852,
22.136,0.477793,0.048721,,,1031.3225,
22.250,0.762100,0.077713,,,1031.3225,
22.754,1.076721,0.109795,,,1031.3225,
22.764,1.076721,0.109795,,,1032.7480,
23.272,1.076721,0.109795,,,1033.3216,
23.282,1.416949,0.144489,,,1033.3216,
23.785,1.416949,0.144489,,,1034.1449,
23.803,1.803071,0.183862,,,1034.1449,
24.308,1.803071,0.183862,,,1035.2583,
24.328,2.236012,0.228010,,,1035.2583,
24.829,2.236012,0.228010,,,1036.2589,
24.850,2.732586,0.278646,,,1036.2589,
25.345,2.732586,0.278646,,,1037.4355,
25.374,3.277059,0.334167,,,1037.4355,
25.868,3.277059,0.334167,,,1038.6994,
25.898,3.916019,0.399323,,,1038.6994,
26.381,3.916019,0.399323,,,1040.1702,
26.420,4.618689,0.470975,,,1040.1702,
26.888,4.618689,0.470975,,,1041.6876,
26.944,5.357303,0.546293,,,1041.6876,
27.400,5.357303,0.546293,,,1043.3745,
27.469,6.179296,0.630113,,,1043.3745,
27.919,6.179296,0.630113,,,1045.0084,
27.991,7.072328,0.721177,,,1045.0084,
28.431,7.072328,0.721177,,,1047.2263,
28.547,8.120549,0.828066,,,1047.2263,
28.941,8.120549,0.828066,,,1049.3665,
29.046,9.225693,0.940759,,,1049.3665,
29.448,9.225693,0.940759,,,1051.5966,
29.627,10.430491,1.063614,,,1051.5966,
29.955,10.430491,1.063614,,,1052.1973,
30.175,11.310487,1.153349,,,1052.1973,
30.463,11.310487,1.153349,,,1049.7072,
30.973,11.310487,1.153349,,,1047.4459,
31.081,10.733696,1.094532,,,1047.4459,
31.481,10.733696,1.094532,,,1045.2578,
31.907,7.561652,0.771074,,,1045.2578,
31.988,7.561652,0.771074,,,1043.3645,
32.495,7.561652,0.771074,,,1041.7100,
32.809,6.517288,0.664578,,,1041.7100,
33.006,6.517288,0.664578,,,1040.0026,
33.513,6.517288,0.664578,,,1038.8227,
34.019,4.068123,0.414833,,,1038.8227,
34.023,4.068123,0.414833,,,1037.3971,
34.530,4.068123,0.414833,,,1036.2813,
34.540,3.512928,0.358219,,,1036.2813,
35.038,3.512928,0.358219,,,1035.3649,
35.545,3.512928,0.358219,,,1034.2708,
35.829,2.085219,0.212633,,,1034.2708,
36.053,2.085219,0.212633,,,1033.4362,
36.352,1.738126,0.177240,,,1033.4362,
36.560,1.738126,0.177240,,,1032.7624,
36.877,1.415869,0.144378,,,1032.7624,
37.068,1.415869,0.144378,,,1032.1978,
37.401,1.123771,0.114593,,,1032.1978,
37.575,1.123771,0.114593,,,1031.5869,
37.931,17.999432,1.835431,,,1031.5869,
38.082,17.999432,1.835431,,,1031.0114,
38.600,17.999432,1.835431,,,1030.5594,
39.124,17.999432,1.835431,,,1030.2305,
39.131,0.208063,0.021217,,,1030.2305,
39.648,0.208063,0.021217,,,1030.1574,
40.036,0.040764,0.004157,,,1030.1574,
40.160,0.040764,0.004157,,,1030.2027,
40.681,0.040764,0.004157,,,1030.0275,
41.158,-0.000193,-0.000020,,,1030.0275,
41.205,-0.000193,-0.000020,,,1030.0902,
41.730,-0.000193,-0.000020,,,1030.1032,
42.247,-0.000193,-0.000020,,,1030.1015,
42.450,-0.002815,-0.000287,,,1030.1015,
42.763,-0.002815,-0.000287,,,1030.0837,
42.974,-0.002970,-0.000303,,,1030.0837,
43.281,-0.002970,-0.000303,,,1030.3381,
43.797,-0.002970,-0.000303,,,1030.2692,
43.911,-0.004589,-0.000468,,,1030.2692,
44.308,-0.004589,-0.000468,,,1030.1556,
44.701,-0.004127,-0.000421,,,1030.1556,
44.824,-0.004127,-0.000421,,,1030.1052,
45.335,-0.004127,-0.000421,,,1030.1235,
45.609,-0.006286,-0.000641,,,1030.1235,
45.842,-0.006286,-0.000641,,,1030.1903,
46.367,-0.006286,-0.000641,,,1030.2983,
46.819,-0.002661,-0.000271,,,1030.2983,
46.877,-0.002661,-0.000271,,,1030.3114,
47.395,-0.002661,-0.000271,,,1030.3007,
47.635,-0.001735,-0.000177,,,1030.3007,
47.910,-0.001735,-0.000177,,,1030.1519,
48.158,-0.000733,-0.000075,,,1030.1519,
48.424,-0.000733,-0.000075,,,1030.2324,
48.931,-0.000733,-0.000075,,,1030.3360,
49.362,-0.001427,-0.000146,,,1030.3360,
49.439,-0.001427,-0.000146,,,1030.2192,
49.956,-0.001427,-0.000146,,,1030.2479,
50.464,-0.001427,-0.000146,,,1030.3091,
50.972,-0.001427,-0.000146,,,1030.2177,
50.984,-0.101853,-0.010386,,,1030.2177,
51.489,-0.101853,-0.010386,,,1030.1318,
51.506,-0.003124,-0.000319,,,1030.1318,
52.008,-0.003124,-0.000319,,,1030.1711,
52.030,-0.002507,-0.000256,,,1030.1711,
52.515,-0.002507,-0.000256,,,1030.0882,
52.554,-0.003278,-0.000334,,,1030.0882,
53.032,-0.003278,-0.000334,,,1030.2154,
53.553,-0.003278,-0.000334,,,1030.1738,
53.758,-0.001967,-0.000201,,,1030.1738,
54.071,-0.001967,-0.000201,,,1030.1894,
54.282,-0.002738,-0.000279,,,1030.1894,
54.590,-0.002738,-0.000279,,,1030.1945,
55.107,-0.002738,-0.000279,,,1030.1941,
55.190,-0.020864,-0.002128,,,1030.1941,
55.626,-0.020864,-0.002128,,,1030.0803,
56.016,-0.003509,-0.000358,,,1030.0803,
56.146,-0.003509,-0.000358,,,1030.1515,
56.538,-0.001118,-0.000114,,,1030.1515,
56.660,-0.001118,-0.000114,,,1028.8563,
57.057,-0.002430,-0.000248,,,1028.8563,
57.181,-0.002430,-0.000248,,,1030.0837,
57.702,-0.002430,-0.000248,,,1030.1959,
58.215,-0.002430,-0.000248,,,1030.1552,
58.731,-0.002430,-0.000248,,,1030.0981,
58.740,-0.011917,-0.001215,,,1030.0981,
59.247,-0.011917,-0.001215,,,1030.1250,
59.553,-0.002430,-0.000248,,,1030.1250,
