elapsed_s,phase,shape_name,target_depth_mm,report_sample_target,trial,indentation_depth_mm,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,pressure_delta_hpa,error_kg,dot_mean_px,dot_max_px,missing_ratio,contact_peak,contact_area_ratio,residual_mean_px,residual_peak_px,surface_scale_px
0.000,idle,sample,-2.500,10,1,0.000000,0.007328,0.000747,-2.412573,-0.246014,1037.6715,0.6640,-0.246761,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
0.068,down,sample,-2.500,10,1,0.000000,0.007328,0.000747,-2.412573,-0.246014,1037.6715,0.6640,-0.246761,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
0.377,down,sample,-2.500,10,1,1.235128,0.007328,0.000747,-2.412573,-0.246014,1037.6715,0.6640,-0.246761,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
0.887,down,sample,-2.500,10,1,3.276131,0.007328,0.000747,-2.438125,-0.248620,1037.6315,0.6239,-0.249367,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
1.364,settle,sample,-2.500,10,1,5.182557,0.007328,0.000747,-2.438125,-0.248620,1037.6315,0.6239,-0.249367,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
1.964,settle,sample,-2.500,10,1,5.182557,0.007328,0.000747,-2.364499,-0.241112,1037.7469,0.7393,-0.241859,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
2.535,up,sample,-2.500,10,1,3.545799,0.007328,0.000747,-2.330511,-0.237646,1037.8002,0.7926,-0.238393,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
2.878,up,sample,-2.500,10,1,2.176206,0.007482,0.000763,-2.330511,-0.237646,1037.8002,0.7926,-0.238409,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
3.046,up,sample,-2.500,10,1,1.501792,0.007482,0.000763,-2.441647,-0.248979,1037.6259,0.6184,-0.249742,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
3.519,complete,sample,-2.500,10,1,0.000000,0.007482,0.000763,-2.441647,-0.248979,1037.6259,0.6184,-0.249742,1.626585,3.162278,0.159091,0.156386,47.641614,1.217233,2.685693,1.207043
